source,text
llm,"All I can do is give you my gut feeling. It may ring true with you, it may not. \\\\n\\\\nIt seems to me you have a fear of taking a risk, or making a commitment to something. This could be a general fear or something specific in your life at present. You are concerned about the downside, of what could go wrong. It's a big fear, as almost killing a small child would be a terrible consequence. \\\\n\\\\nHaving to make a choice is consistent with this theme. You cannot sit on the fence forever. Sooner or later you have to take a risk or make a commitment. Otherwise you go nowhere. Maybe even go backwards. \\\\n\\\\nI'm not sure of the significance of the girl disappearing and reappearing. Possibly it represents her transformation from a victim to your conscience. Anyway, it's you talking. The ghost is you telling yourself you have to make a choice. \\\\n\\\\nThe girl as victim might also be you as well. Are you the one who stands to get hurt the most? Could you lose something of your inner child? Anyway the girl is strong. She has determination. But she also wants to suffer out of sight. Sounds like she doesn't want to ask for help.  \\\\n\\\\nIt's very significant for you. Whatever it is, it's screaming at you! \\\\n\\\\nIf my interpretation rings true with you, you need to take more risks to get what you want, or commit to a specific course of action in something that is troubling you at present. And maybe you have to ask others for help. \\\\n\\\\nIf you take the action and the dream goes away, you have solved the problem. If not, you have to keep trying with other possible interpretations."
yahoo,"your cart will dry out if stored in a warm/dry environment, such as by a heater.  your best bet is to check the expiration date on the bottom of the package, most of the carts have dates on or around the bottom of the box.\\\\n\\\\nmost of the time you should be able to get a few hundred of pages out of your cartridge.  it depends on the coverage. IE if you are printing entire blocks of black ink, then you will use much more ink than if you are only printing a few lines of text.\\\\n\\\\ni would get a new cart, and do a physical page count if you have to to see if it happens again.  if it does, you might want to contact lexmark and find out what they recommend."
llm,"your cart will dry out if stored in a warm/dry environment, such as by a heater.  your best bet is to check the expiration date on the bottom of the package, most of the carts have dates on or around the bottom of the box.\\\\n\\\\nmost of the time you should be able to get a few hundred of pages out of your cartridge.  it depends on the coverage. IE if you are printing entire blocks of black ink, then you will use much more ink than if you are only printing a few lines of text.\\\\n\\\\ni would get a new cart, and do a physical page count if you have to to see if it happens again.  if it does, you might want to contact lexmark and find out what they recommend."
yahoo,"It is essential. Most of the time as an educator people look up to you for help. More often than not they will come to seek your advice. And as an educator we have to do things in ""loco parentis"" meaning being like a parent."
llm,"It is essential. Most of the time as an educator people look up to you for help. More often than not they will come to seek your advice. And as an educator we have to do things in ""loco parentis"" meaning being like a parent."
yahoo,U WERE ALMOST UP FOR MANSLAUGHTER.\\\\nLAUGHED SO MUCH MY WIFE EVEN STOPPED WATCHING TV TO CHECK I WAS OK AND NOT CHOKING TO DEATH!\\\\nKEEP EM COMIN!!!!!
llm,U WERE ALMOST UP FOR MANSLAUGHTER.\\\\nLAUGHED SO MUCH MY WIFE EVEN STOPPED WATCHING TV TO CHECK I WAS OK AND NOT CHOKING TO DEATH!\\\\nKEEP EM COMIN!!!!!
yahoo,"Dehydration of braincells.  Drink plenty of water before you fall asleep, after a night of drinking. That should help out a great deal."
llm,"Dehydration of braincells.  Drink plenty of water before you fall asleep, after a night of drinking. That should help out a great deal."
yahoo,"Actually lady it goes more for the poor. Michael Jackson & OJ Simpson got the fact they were found innocent mentioned over & over. Sarcasticaly many times but it was still mentioned. A poor guy, or girl, arrested for w/e won't hear anymore about it after the first arrest report...\\\\n\\\\nhttp://www.total-knowledge.com/~willyblues/"
llm,"Actually lady it goes more for the poor. Michael Jackson & OJ Simpson got the fact they were found innocent mentioned over & over. Sarcasticaly many times but it was still mentioned. A poor guy, or girl, arrested for w/e won't hear anymore about it after the first arrest report...\\\\n\\\\nhttp://www.total-knowledge.com/~willyblues/"
yahoo,"Stainless Steel Grades\\\\nWhen an alloy of steel contains more than approximately 10 ½% Chromium it can be classified as a stainless steel. This is because Chromium has a high affinity for Oxygen and forms a stable Oxide film on the surface of the steel. This film is resistant to further chemical or physical change.\\\\nStainless steels can be divided into four major groups, namely Martensitic, Ferritic, Austenitic and Duplex.\\\\n \\\\nMartensitic\\\\nThis group contains a minimum of 12% Chrome and usually a maximum of 14% with Carbon in the range of 0.08 to 2.0%. Due to the high Carbon content of the steel it responds well to heat treatment to give various mechanical strengths, such as hardness. When heat treated this group of steels show a useful combination of corrosion resistance and mechanical properties that qualify them for a wide range of applications. These steels are all magnetic.\\\\nType 410\\\\nA 13% Chrome, 0.15% Carbon alloy possesing good ductility and corrosion resistance. It can be easily forged and machined. Exhibits good cold working properties.\\\\nType 416\\\\nSimilar to Type 410 but has added Sulphur giving improved machinability. Usually supplied in bar form.\\\\nType 431\\\\nA 17% Chrome, 2½% Nickel, 0.15% max Carbon stainless alloy. Has superior corrosion resistance to types 410 & 416 due to the Nickel. Usually supplied in bar form.\\\\n \\\\nFerritic\\\\nThis group contains a minimum of 17% Chrome and Carbon in the range 0.08 – 0.2%. The increase in Chromium gives increased corrosion resistance at high temperatures. However it can not be heat treated therefore its applications are limited. These steels are magnetic.\\\\nType 430\\\\nA 17% Chrome, low alloy Ferritic steel. It has good corrosion resistant properties up to about 800°C. Usually on used in strip and sheet form due to its poor machinability.\\\\n \\\\nAustenitic\\\\nThis group contains Chromium in the range 17 - 25% and Nickel in the range 8 – 20%, with various elements added in an effort to achieve desired properties. When fully annealed this group exhibits a useful range of mechanical and physical properties. These steels are normally non magnetic.\\\\nType 304\\\\nAn economic balance of alloying materials. Excellent corrosion resistance in unpolluted and freshwater environments, though not recommended for seawater.\\\\nType 321\\\\nA variation of Type 304 with titanium added in proportion to the carbon content. This improves its high temperature properties.\\\\nType 347\\\\nVery similar to Type 321 but uses Niobium instead of Titanium.\\\\nType 316\\\\nThe addition of 2 – 3% Molybdenum in this grade gives increased corrosion resistance in offshore environments, however it does pit when immersed in seawater. A nickel content of 12% maintains the austenitic structure.\\\\nType 317\\\\nSimilar to 316 but the 3 – 4% Molybdenum gives increased pitting resistance when immersed in cold seawater.\\\\n6 Moly\\\\nOr as it is more properly known – UNS S31254 – gives high resistance to sea water attack due to high levels of Chromium and Molybdenum.\\\\nL Grades\\\\nMost austenitic grades can be provided as low carbon grades e.g. 316L where carbon is restricted to 0.03 to 0.035%. This reduces the tensile strength.\\\\n \\\\nDuplex\\\\nThis relatively new group has a balance of Chromium, Nickel, Molybdenum and Nitrogen to give a near equal mix of austenite and ferrite. The result is a high strength, highly corrosion resistant material. Recommended extended use within temperature limits of -50 to +300 °C due to embrittlement. They are referred to by UNS numbers, or manufacturer’s trade names.\\\\nUNS S31803\\\\nThe most widely used grade of duplex and is typical of above description. Typical composition is 0.03% max Carbon, 22% Cr, 5.5% Ni, 3% Mo and 0.15% N.\\\\nUNS S32304\\\\nA low alloy duplex with similar corrosion properties to type 316, but with approximately double the tensile properties. Hence its primary use is in structures where mechanical strength is important. Typical composition is 0.03% max Carbon, 23% Cr, 4% Ni and 0.1% N.\\\\nUNS S3275"
